ProductKey,sku,product_name,old_type,subcategory,category,department,product_family,meta_code,meta_mapped_by,meta_reason 
1132,43217001,Tru-Fit Starter Kit L/XL - Boy,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1133,43218001,Tru-Fit Starter Kit L/XL - Girl,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1134,43219001,Golden Beef TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1135,43220001,Golden Chicken TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1136,43221001,Golden Fajita French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1137,43222001,Golden Frozen Broccoli ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1138,43223001,Golden Frozen Carrots ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1139,43224001,Golden Frozen Cauliflower ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1140,43225001,Golden Frozen Cheese Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1141,43226001,Golden Frozen Chicken Breast ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1142,43227001,Golden Frozen Chicken Thighs ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1143,43228001,Golden Frozen Chicken Wings ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1144,43229001,Golden Frozen Corn ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1145,43230001,Golden Frozen Mushroom Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1146,43231001,Golden Frozen Peas ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1147,43232001,Golden Frozen Pepperoni Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1148,43233001,Golden Frozen Sausage Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1149,43234001,Golden Grape Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1150,43235001,Golden Home Style French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1151,43236001,Golden Ice Cream ,Ice Cream,Ice Cream,Ice Cream,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1152,43237001,Golden Ice Cream Sandwich ,Ice Cream,Ice Cream,Ice Cream,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1153,43238001,Golden Lemon Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1154,43239001,Golden Lime Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1155,43240001,Golden Low Fat French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1156,43241001,Golden Orange Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1157,43242001,Golden Turkey TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1158,43243001,Bagels Sesame,,Bagels,Bagels,Baked Goods,Food,141,SJ,character match for bagels
1159,43244001,Cookies Chocolate,,Cookies,Cookies,Snack Foods,Food,231,AU,Comparison against a set of known snack manufacturers and regular expression match with cookies
1160,43245001,Cookies Vanilla Creme Chocolate,,Cookies,Cookies,Snack Foods,Food,231,AU,Comparison against a set of known snack manufacturers and regular expression match with cookies
1161,43246001,Vitamin Water Tropical Citrus,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1162,43247001,Coffee Bold Majestic Roast,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
1163,43248001,Coffee French Roast,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
1164,43249001,Coffee House Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
1165,43250001,Coffee House Blend Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
1166,43251001,Gerolli Extra Lean Hamburger ,Hamburger,Hamburger,Hamburger,Meat,Food,1,AU,Mapped from old item type into new subcategory
1167,43252001,Gerolli Seasoned Hamburger ,Hamburger,Hamburger,Hamburger,Meat,Food,1,AU,Mapped from old item type into new subcategory
1168,43253001,Bitty Bites Blueberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1169,43254001,Bitty Bites Strawberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1170,43255001,Breakfast Buddies Apple Cinnamon Hot Cereal,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1171,43256001,Cookies Arrowroot,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1172,43257001,Fruit & Veggie Melts Truly Tropical Blend,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1173,43258001,Grabbers Apple & Sweet Potato,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1174,43259001,Grabbers Pear & Squash,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1175,43260001,Grabbers Strawberry Banana,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1176,43261001,Lil Biscuits Vanilla Wafers,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1177,43262001,Lil Crunchies Cinnamon Maple,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1178,43263001,Lil Crunchies Mild Cheddar,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1179,43264001,Lil Crunchies Veggie Dip,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1180,43265001,Lil Entrees Cheese Ravioli & Tomato Sauce,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1181,43266001,Lil Entrees Macaroni & Cheese,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1182,43267001,Lil Entrees Mashed Potatoes & Gravy,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1183,43268001,Lil Entrees Meatloaf & Mashed Potatoes,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1184,43269001,Lil Meals Pasta Stars With Chicken & Vegetables,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1185,43270001,Lil Meals Spaghetti Rings & Meat Sauce,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1186,43271001,Lil Meals White Turkey Stew With Rice & Vegetables,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1187,43272001,Lil Sticks Chicken Sticks,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1188,43273001,Lil Sticks Meat Sticks,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1189,43274001,Pasta Pick Ups Beef Ravioli,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1190,43275001,Pasta Pick Ups Cheese Ravioli,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1191,43276001,Pasta Pick Ups Chicken Carrot Ravioli,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1192,43277001,Pasta Pick Ups Spinach & Cheese Ravioli,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1193,43278001,Puffs Apple Cinnamon,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1194,43279001,Puffs Blueberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1195,43280001,Puffs Peach,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1196,43281001,Puffs Strawberry Apple,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1197,43282001,Yogurt Blends Banana Vanilla,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1198,43283001,Yogurt Blends Mixed Berry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1199,43284001,Yogurt Melts Mixed Berry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1200,43285001,Yogurt Melts Peach,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1201,43286001,Yogurt Melts Strawberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1202,43287001,Formula Soy Concentrate,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1203,43288001,1st Foods Applesauce,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1204,43289001,1st Foods Bananas,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1205,43290001,1st Foods Carrots,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1206,43291001,1st Foods Peaches,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1207,43292001,1st Foods Peas,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1208,43293001,1st Foods Prunes,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1209,43294001,1st Foods Squash,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1210,43295001,1st Foods Sweet Potatoes,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1211,43296001,Cereal Multigrain,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1212,43297001,Cereal Multigrain & Apple Sweet Potato,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1213,43298001,Cereal Oatmeal,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1214,43299001,Cereal Oatmeal & Banana,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1215,43300001,Cereal Oatmeal & Peach Apple,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1216,43301001,Cereal Rice,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1217,43302001,Cereal Rice,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1218,43303001,Cereal Rice & Banana Apple,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1219,43304001,Cereal Rice DHA Probotic,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1220,43305001,Cereal Single Grain Oatmeal,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1221,43306001,Cereal Whole Wheat,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1222,43307001,DHA Organic Macaroni & Cheese With Vegetables,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1223,43308001,Organic Pouch Apple Blackberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1224,43309001,Organic Pouch Apples & Summer Peachs,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1225,43310001,Organic Pouch Banana Mango,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1226,43311001,Organic Pouch Banana Squash,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1227,43312001,Organic Pouch Pear Peach Strawberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1228,43313001,Stage 2 Apple Banana Strawberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1229,43314001,Stage 2 Apple Blueberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1230,43315001,Stage 2 Apple Blueberry,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1231,43316001,Stage 2 Apple Strawberry Banana,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1232,43317001,Stage 2 Apples,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1233,43318001,Stage 2 Apples & Cherries,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1234,43319001,Stage 2 Apples & Mangos With Rice Cereal,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1235,43320001,Stage 2 Applesauce,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1236,43321001,Stage 2 Applesauce,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1237,43322001,Stage 2 Apricots W/ Mixed Fruit,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1238,43323001,Stage 2 Banana & Orange Medley,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1239,43324001,Stage 2 Banana & Plum Grape,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1240,43325001,Stage 2 Bananas,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1241,43326001,Stage 2 Bananas,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1242,43327001,Stage 2 Bananas & Mixed Berries,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1243,43328001,Stage 2 Bananas W/ Apples & Pears,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1244,43329001,Stage 2 Beef & Gravy,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1245,43330001,Stage 2 Blended Fruits With Oatmeal,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1246,43331001,Stage 2 Carrots,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1247,43332001,Stage 2 Carrots,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1248,43333001,Stage 2 Chicken & Gravy,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1249,43334001,Stage 2 Chicken Noodle,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1250,43335001,Stage 2 Green Beans,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1251,43336001,Stage 2 Green Beans,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1252,43337001,Stage 2 Green Beans,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1253,43338001,Stage 2 Hawaiian Delight,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
1254,43339001,Stage 2 Mac & Cheese With Vegetables,Baby Food,Baby Food,Baby Food,Baby Food,Food,1,AU,Mapped from old item type into new subcategory
